brand,company,uretici,notlar,country,countryCode,countryEmoji,category,logo,companyLogo,mcapRank,employees,founded,website
Tuborg TR,Anadolu Efes,Anadolu Efes,Carlsberg Grubu'nun Danimarkalı markası; Türkiye'de Anadolu Efes tarafından lisans sözleşmesiyle üretilmektedir.,Danimarka,DK,🇩🇰,İçecek,,,,,,
Yeni Rakı,Mey İçki (Diageo),Mey İçki (Diageo),Türkiye'nin en yaygın rakı markası. Mey İçki 2011'de İngiliz içki devi Diageo tarafından satın alınmıştır.,Türkiye,TR,🇹🇷,İçecek,,,,,2004,https://www.meyickileri.com.tr
Tekirdağ Rakı,Mey İçki (Diageo),Mey İçki (Diageo),Mey İçki bünyesindeki premium rakı markası; Diageo'ya aittir.,Türkiye,TR,🇹🇷,İçecek,,,,,,
Kulüp Rakı,Mey İçki (Diageo),Mey İçki (Diageo),Mey İçki bünyesindeki ekonomi segmenti rakı markası; Diageo'ya aittir.,Türkiye,TR,🇹🇷,İçecek,,,,,,
Ferrero TR,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,,,47000,1942,https://www.ferrero.com
Nutella,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,/logo/ferrero.svg,,,,
Kinder,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,/logo/ferrero.svg,,,,
Tic Tac,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,/logo/ferrero.svg,,,,
Raffaello,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,/logo/ferrero.svg,,,,
Rocher,Ferrero Group,Ferrero Group,,İtalya,IT,🇮🇹,Gıda,,/logo/ferrero.svg,,,,
Mars TR,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,,,140000,1911,https://www.mars.com
Snickers,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Twix,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
M&M's,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Bounty,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Milky Way,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Skittles,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Orbit,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Mondelēz TR,Mondelēz International,Mondelēz International,,Amerika,US,🇺🇸,Gıda,,,,79000,2012,https://www.mondelezinternational.com
Oreo,Mondelēz International,Mondelēz International,,Amerika,US,🇺🇸,Gıda,,/logo/mondelez.svg,,,,
Milka,Mondelēz International,Mondelēz International,,Almanya,DE,🇩🇪,Gıda,,/logo/mondelez.svg,,,,
Cadbury,Mondelēz International,Mondelēz International,,İngiltere,GB,🇬🇧,Gıda,,/logo/mondelez.svg,,,,
Toblerone,Mondelēz International,Mondelēz International,,İsviçre,CH,🇨🇭,Gıda,,/logo/mondelez.svg,,,,
Halls,Mondelēz International,Mondelēz International,,Amerika,US,🇺🇸,Gıda,,/logo/mondelez.svg,,,,
Trident,Mondelēz International,Mondelēz International,,Amerika,US,🇺🇸,Gıda,,/logo/mondelez.svg,,,,
BelVita,Mondelēz International,Mondelēz International,,Amerika,US,🇺🇸,Gıda,,/logo/mondelez.svg,,,,
Danone TR,Danone S.A.,Danone S.A.,,Fransa,FR,🇫🇷,Gıda,,,,100000,1919,https://www.danone.com
Activia,Danone S.A.,Danone S.A.,,Fransa,FR,🇫🇷,Gıda,,/logo/danone.svg,,,,
Actimel,Danone S.A.,Danone S.A.,,Fransa,FR,🇫🇷,Gıda,,/logo/danone.svg,,,,
Aptamil,Danone S.A.,Danone S.A.,,Almanya,DE,🇩🇪,Gıda,,/logo/danone.svg,,,,
Heineken TR,Heineken N.V.,Heineken N.V.,,Hollanda,NL,🇳🇱,İçecek,/logo/heineken.svg,,,85000,1873,https://www.heineken.com/tr
Amstel TR,Heineken N.V.,Heineken N.V.,,Hollanda,NL,🇳🇱,İçecek,,/logo/heineken.svg,,,,
Kellogg's TR,Kellanova,Kellanova,,Amerika,US,🇺🇸,Gıda,,,,31000,1906,https://www.kelloggs.com.tr
Haribo TR,Haribo GmbH,Haribo GmbH,,Almanya,DE,🇩🇪,Gıda,,,,7000,1920,https://www.haribo.com
Dr. Oetker TR,Dr. Oetker,Dr. Oetker,,Almanya,DE,🇩🇪,Gıda,,,,32000,1891,https://www.oetker.com.tr
Barilla TR,Barilla Group,Barilla Group,,İtalya,IT,🇮🇹,Gıda,,,,9000,1877,https://www.barilla.com
Pringles,Kellanova,Kellanova,,Amerika,US,🇺🇸,Gıda,,/logo/kelloggs.svg,,,,
Monster Energy,The Coca-Cola Company,The Coca-Cola Company,,Amerika,US,🇺🇸,İçecek,,/logo/cocacola.svg,,,2002,https://www.monsterenergy.com
Cappy,The Coca-Cola Company,The Coca-Cola Company,Türkiye kökenli meyve suyu markası; Coca-Cola şirketi tarafından satın alınmış ve küresel ölçeğe taşınmıştır.,Türkiye,TR,🇹🇷,İçecek,,/logo/cocacola.svg,,,,
Komili,Unilever PLC,Unilever PLC,Türkiye'nin köklü zeytinyağı markası; Unilever tarafından satın alınmıştır.,Türkiye,TR,🇹🇷,Gıda,,,,,1896,https://www.komili.com
Tamek,Koç Holding,Koç Holding,,Türkiye,TR,🇹🇷,Gıda,,/logo/kocholding.svg,,,1954,https://www.tamek.com.tr
Nuh'un Ankara Makarnası,Nuh'un Ankara,Nuh'un Ankara,,Türkiye,TR,🇹🇷,Gıda,,,,,1950,https://www.nuhunankara.com.tr
Doğuş Çay,Doğuş Holding,Doğuş Holding,,Türkiye,TR,🇹🇷,İçecek,,,,,2000,https://www.doguscay.com.tr
Yörsan,Yörsan,Yörsan,,Türkiye,TR,🇹🇷,Gıda,,,,,1967,https://www.yorsan.com.tr
Namet,Namet Gıda,Namet Gıda,,Türkiye,TR,🇹🇷,Gıda,,,,,1945,https://www.namet.com.tr
Fersan,Fersan,Fersan,,Türkiye,TR,🇹🇷,Gıda,,,,,1961,https://www.fersan.com.tr
Patos,Eti Bolu,Eti Bolu,,Türkiye,TR,🇹🇷,Gıda,,,,,,https://www.etiboluciko.com.tr
Mini,Eti Bolu,Eti Bolu,,Türkiye,TR,🇹🇷,Gıda,,,,,,
Yudum,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1975,https://www.yudum.com.tr
Kristal,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1960,https://www.kristal.com.tr
Hayat Holding,Hayat Holding,Hayat Holding,,Türkiye,TR,🇹🇷,Holding,,,,8000,1937,https://www.hayatholding.com
Tekfen Holding,Tekfen Holding,Tekfen Holding,,Türkiye,TR,🇹🇷,Holding,,,,15000,1956,https://www.tekfen.com.tr
Kibar Holding,Kibar Ailesi,Kibar Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,,1948,https://www.kibarholding.com
Sanko Holding,Sanko Holding,Sanko Holding,,Türkiye,TR,🇹🇷,Holding,,,,20000,1966,https://www.sanko.com.tr
Nurol Holding,Nurol Holding,Nurol Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1972,https://www.nurolholding.com
Çelikler Holding,Çelikler Holding,Çelikler Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1968,https://www.celiklerholding.com
Tosyalı Holding,Tosyalı Ailesi,Tosyalı Ailesi,,Türkiye,TR,🇹🇷,Holding,,,,10000,1982,https://www.tosyaliholding.com
İçdaş,İçdaş,İçdaş,,Türkiye,TR,🇹🇷,Holding,,,,5000,1970,https://www.icdas.com.tr
Limak Holding,Limak Holding,Limak Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1976,https://www.limak.com.tr
Global Yatırım Holding,Global Yatırım Holding,Global Yatırım Holding,,Türkiye,TR,🇹🇷,Holding,,,,,1990,https://www.globalyatirimholding.com
Sephora TR,LVMH,LVMH,,Fransa,FR,🇫🇷,Kozmetik,/logo/sephora.svg,,,46000,1969,https://www.sephora.com.tr
Rossmann TR,Rossmann GmbH,Rossmann GmbH,,Almanya,DE,🇩🇪,Kozmetik,,,,56000,1972,https://www.rossmann.com.tr
Intersport TR,Intersport Group,Intersport Group,,İsviçre,CH,🇨🇭,Perakende,,,,,1968,https://www.intersport.com.tr
Özdilek,Özdilek Holding,Özdilek Holding,,Türkiye,TR,🇹🇷,Perakende,,,,,1952,https://www.ozdilek.com.tr
Kiler Market,Kiler Holding,Kiler Holding,,Türkiye,TR,🇹🇷,Süpermarket,,,,,1992,https://www.kiler.com.tr
Seç Market,Seç Market,Seç Market,,Türkiye,TR,🇹🇷,Süpermarket,,,,,2005,https://www.secmarket.com.tr
Hakmar,Hakmar,Hakmar,,Türkiye,TR,🇹🇷,Süpermarket,,,,,1982,https://www.hakmar.com.tr
Uyum Market,Uyum Market,Uyum Market,,Türkiye,TR,🇹🇷,Süpermarket,,,,,2003,https://www.uyummarket.com.tr
Migros Jet,Migros Ticaret,Migros Ticaret,,Türkiye,TR,🇹🇷,Süpermarket,,,,,,https://www.migroskuryem.com.tr
Hepsijet,Hepsiburada,Hepsiburada,,Türkiye,TR,🇹🇷,Lojistik,,,,,2019,https://www.hepsiburada.com
Tarım Kredi Market,Tarım Kredi Kooperatifleri,Tarım Kredi Kooperatifleri,,Türkiye,TR,🇹🇷,Süpermarket,,,,,1863,https://www.tarimkredi.org.tr
HomeWork,HomeWork,HomeWork,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,2009,https://www.homework.com.tr
Kocataş,Kocataş Holding,Kocataş Holding,,Türkiye,TR,🇹🇷,Ev & Yaşam,,,,,,https://www.kocatas.com.tr
Louis Vuitton TR,LVMH,LVMH,,Fransa,FR,🇫🇷,Moda,,,,,1854,https://www.louisvuitton.com
Dior TR,LVMH,LVMH,,Fransa,FR,🇫🇷,Moda,,,,,1946,https://www.dior.com
Bulgari TR,LVMH,LVMH,,İtalya,IT,🇮🇹,Moda,,,,,1884,https://www.bulgari.com
Givenchy TR,LVMH,LVMH,,Fransa,FR,🇫🇷,Moda,,,,,1952,https://www.givenchy.com
TAG Heuer TR,LVMH,LVMH,,İsviçre,CH,🇨🇭,Moda,,,,,1860,https://www.tagheuer.com
Gucci TR,Kering S.A.,Kering S.A.,,İtalya,IT,🇮🇹,Moda,,,,,1921,https://www.gucci.com
Saint Laurent TR,Kering S.A.,Kering S.A.,,Fransa,FR,🇫🇷,Moda,,,,,1961,https://www.ysl.com
Balenciaga TR,Kering S.A.,Kering S.A.,,Fransa,FR,🇫🇷,Moda,,,,,1917,https://www.balenciaga.com
Bottega Veneta TR,Kering S.A.,Kering S.A.,,İtalya,IT,🇮🇹,Moda,,,,,1966,https://www.bottegaveneta.com
Türkiye Finans,Saudi National Bank,Saudi National Bank,,SA,SA,,Bankacılık,,,,4000,2005,https://www.turkiyefinans.com.tr
Odeabank,Bank Audi SAL,Bank Audi SAL,,LB,LB,,Bankacılık,,,,,2012,https://www.odeabank.com.tr
Papara,Papara A.Ş.,Papara A.Ş.,,Türkiye,TR,🇹🇷,Finans,,,,1500,2016,https://www.papara.com
İyzico,PayU Group (Naspers),PayU Group (Naspers),Türk ödeme altyapısı şirketi; Hollanda merkezli Naspers (PayU) tarafından satın alınmıştır.,Türkiye,TR,🇹🇷,Finans,,,,,2013,https://www.iyzico.com
BTCTurk,BTCTurk A.Ş.,BTCTurk A.Ş.,,Türkiye,TR,🇹🇷,Finans,,,,400,2013,https://www.btcturk.com
Paribu,Paribu A.Ş.,Paribu A.Ş.,,Türkiye,TR,🇹🇷,Finans,,,,500,2017,https://www.paribu.com
Sipay,Sipay Elektronik Para,Sipay Elektronik Para,,Türkiye,TR,🇹🇷,Finans,,,,,2019,https://www.sipay.com.tr
Param,Param Finansal Hizmetler,Param Finansal Hizmetler,,Türkiye,TR,🇹🇷,Finans,,,,,2020,https://www.param.com.tr
İş Yatırım,İş Bankası,İş Bankası,,Türkiye,TR,🇹🇷,Finans,,,,,1996,https://www.isyatirim.com.tr
Yapı Kredi Yatırım,Koç Holding,Koç Holding,,Türkiye,TR,🇹🇷,Finans,,/logo/kocholding.svg,,,1991,https://www.ykyatirim.com.tr
Garanti BBVA Yatırım,BBVA,BBVA,,İspanya,ES,🇪🇸,Finans,,,,,1990,https://www.garantibbvayatirim.com.tr
Wizz Air TR,Wizz Air Holdings,Wizz Air Holdings,,HU,HU,,Havacılık,,,,7000,2003,https://www.wizzair.com
Air Arabia TR,Air Arabia,Air Arabia,,BAE,AE,🇦🇪,Havacılık,,,,,2003,https://www.airarabia.com
Ryanair TR,Ryanair DAC,Ryanair DAC,,IE,IE,,Havacılık,,,,21000,1984,https://www.ryanair.com
Turkish Technic,Türk Hava Yolları,Türk Hava Yolları,,Türkiye,TR,🇹🇷,Teknoloji,,/logo/thy.svg,,,2006,https://www.turkishtechnic.com
Atlas Global,Atlas Global,Atlas Global,Türk charter havayolu; 2020 yılında iflas ederek faaliyetlerine son vermiştir.,Türkiye,TR,🇹🇷,Havacılık,,,,,2001,https://www.atlasglb.com
Tailwind Airlines,Tailwind Airlines,Tailwind Airlines,,Türkiye,TR,🇹🇷,Havacılık,,,,,2015,https://www.tailwindair.com
ULS Airlines Cargo,ULS Airlines,ULS Airlines,,Türkiye,TR,🇹🇷,Lojistik,,,,,2007,https://www.ulsairlines.com
Zorlu Enerji,Zorlu Holding,Zorlu Holding,,Türkiye,TR,🇹🇷,Enerji,,/logo/zorluholding.svg,,3000,1993,https://www.zorluenerji.com.tr
Çalık Enerji,Çalık Holding,Çalık Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,1999,https://www.calikenerji.com
Sanko Enerji,Sanko Holding,Sanko Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,2007,https://www.sankoenerji.com.tr
Enel TR,Enel S.p.A.,Enel S.p.A.,,İtalya,IT,🇮🇹,Enerji,,,,65000,1962,https://www.enel.com
Enerya,Sabancı Holding,Sabancı Holding,,Türkiye,TR,🇹🇷,Enerji,,/logo/sabanci.svg,,,2014,https://www.enerya.com.tr
Ngen Enerji,Global Yatırım Holding,Global Yatırım Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,2017,https://www.ngen.com.tr
Limak Enerji,Limak Holding,Limak Holding,,Türkiye,TR,🇹🇷,Enerji,,,,,2011,https://www.limakenerji.com
Kolin Enerji,Kolin Grubu,Kolin Grubu,,Türkiye,TR,🇹🇷,Enerji,,,,,2006,https://www.kolinenerji.com
Naturelgaz,Naturelgaz,Naturelgaz,,Türkiye,TR,🇹🇷,Enerji,,,,,2003,https://www.naturelgaz.com.tr
Brent Doğalgaz,Brent Enerji,Brent Enerji,,Türkiye,TR,🇹🇷,Enerji,,,,,,https://www.brentenerji.com.tr
EWE TR,EWE AG,EWE AG,,Almanya,DE,🇩🇪,Enerji,,,,,1929,https://www.ewe.com.tr
Sırma,Sırma Su A.Ş.,Sırma Su A.Ş.,,Türkiye,TR,🇹🇷,İçecek,,,,,1997,https://www.sirma.com.tr
Erikli,Nestlé S.A.,Nestlé S.A.,Türk kaynak suyu markası; Nestlé tarafından satın alınmıştır.,İsviçre,CH,🇨🇭,İçecek,,/logo/nestle.svg,,,1997,https://www.erikli.com.tr
Hayat Su,Hayat Holding,Hayat Holding,,Türkiye,TR,🇹🇷,İçecek,,,,,2000,https://www.hayatsu.com.tr
Damla Su,Damla Su,Damla Su,,Türkiye,TR,🇹🇷,İçecek,,,,,1997,https://www.damla.com.tr
Pınar Su,Yaşar Holding,Yaşar Holding,,Türkiye,TR,🇹🇷,İçecek,,,,,1985,https://www.pinar.com.tr
Çamlıca,Çamlıca İçecek,Çamlıca İçecek,,Türkiye,TR,🇹🇷,İçecek,,,,,1993,https://www.camlicar.com.tr
Kavaklıdere,Kavaklıdere Şaraplıkları,Kavaklıdere Şaraplıkları,,Türkiye,TR,🇹🇷,İçecek,,,,,1929,https://www.kavaklidere.com
Doluca,Doluca,Doluca,,Türkiye,TR,🇹🇷,İçecek,,,,,1926,https://www.doluca.com
Tikveşli,Mey İçki (Diageo),Mey İçki (Diageo),Türkiye'nin köklü şarap markalarından biri; Mey İçki (Diageo) bünyesindedir.,Türkiye,TR,🇹🇷,İçecek,,,,,1925,https://www.tikvesli.com.tr
Kayra,Mey İçki (Diageo),Mey İçki (Diageo),Mey İçki bünyesindeki premium şarap markası; Diageo'ya aittir.,Türkiye,TR,🇹🇷,İçecek,,,,,,
Vinkara,Vinkara Bağcılık,Vinkara Bağcılık,,Türkiye,TR,🇹🇷,İçecek,,,,,2005,https://www.vinkara.com
Pamukkale,Pamukkale Şarap,Pamukkale Şarap,,Türkiye,TR,🇹🇷,İçecek,,,,,1962,https://www.pamukkalesarap.com
Jacobs TR,JDE Peet's,JDE Peet's,,Hollanda,NL,🇳🇱,İçecek,,,,22000,1895,https://www.jacobscoffee.com
Lavazza TR,Lavazza Group,Lavazza Group,,İtalya,IT,🇮🇹,Kahve & Cafe,,,,5000,1895,https://www.lavazza.com.tr
Tchibo TR,Tchibo GmbH,Tchibo GmbH,,Almanya,DE,🇩🇪,Kahve & Cafe,,,,12000,1949,https://www.tchibo.com.tr
Selamlique,Selamlique,Selamlique,,Türkiye,TR,🇹🇷,Kahve & Cafe,,,,,2011,https://www.selamlique.com
Arçelik Kahve,Koç Holding,Koç Holding,,Türkiye,TR,🇹🇷,Kahve & Cafe,,/logo/kocholding.svg,,,,
Lindt TR,Lindt & Sprüngli,Lindt & Sprüngli,,İsviçre,CH,🇨🇭,Gıda,,,,15000,1845,https://www.lindt.com.tr
Toffy's,ETi Bolu,ETi Bolu,,Türkiye,TR,🇹🇷,Gıda,,,,,,
Albeni,Ülker / Yıldız,Ülker / Yıldız,,Türkiye,TR,🇹🇷,Gıda,,,,,,
Dankek,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1990,https://www.dankek.com.tr
Çizmeci,Çizmeci,Çizmeci,,Türkiye,TR,🇹🇷,Gıda,,,,,1970,https://www.cizmeci.com.tr
Pedigree,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Whiskas,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Sheba,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Uncle Ben's,Mars Inc.,Mars Inc.,,Amerika,US,🇺🇸,Gıda,,/logo/mars.svg,,,,
Dolmio,Mars Inc.,Mars Inc.,,AU,AU,,Gıda,,/logo/mars.svg,,,,
Purina,Nestlé S.A.,Nestlé S.A.,,Amerika,US,🇺🇸,Gıda,,/logo/nestle.svg,,,,
Felix,Nestlé S.A.,Nestlé S.A.,,İsviçre,CH,🇨🇭,Gıda,,/logo/nestle.svg,,,,
Friskies,Nestlé S.A.,Nestlé S.A.,,Amerika,US,🇺🇸,Gıda,,/logo/nestle.svg,,,,
Bayer TR,Bayer AG,Bayer AG,,Almanya,DE,🇩🇪,İlaç,,,,100000,1863,https://www.bayer.com.tr
Novartis TR,Novartis AG,Novartis AG,,İsviçre,CH,🇨🇭,İlaç,,,,108000,1996,https://www.novartis.com.tr
Pfizer TR,Pfizer Inc.,Pfizer Inc.,,Amerika,US,🇺🇸,İlaç,,,,83000,1849,https://www.pfizer.com.tr
Sanofi TR,Sanofi S.A.,Sanofi S.A.,,Fransa,FR,🇫🇷,İlaç,,,,91000,1973,https://www.sanofi.com.tr
Roche TR,Roche AG,Roche AG,,İsviçre,CH,🇨🇭,İlaç,,,,100000,1896,https://www.roche.com.tr
AstraZeneca TR,AstraZeneca PLC,AstraZeneca PLC,,İngiltere,GB,🇬🇧,İlaç,,,,83000,1999,https://www.astrazeneca.com.tr
Sandoz TR,Sandoz AG,Sandoz AG,,İsviçre,CH,🇨🇭,İlaç,,,,,1886,https://www.sandoz.com.tr
Deva Holding,Deva Holding,Deva Holding,,Türkiye,TR,🇹🇷,İlaç,,,,4000,1958,https://www.deva.com.tr
Sanovel,Sanovel İlaç,Sanovel İlaç,,Türkiye,TR,🇹🇷,İlaç,,,,,1968,https://www.sanovel.com.tr
İE Ulagay,İE Ulagay,İE Ulagay,,Türkiye,TR,🇹🇷,İlaç,,,,,1948,https://www.ieulagay.com.tr
Piyale,Piyale A.Ş.,Piyale A.Ş.,,Türkiye,TR,🇹🇷,Gıda,,,,,1939,https://www.piyale.com.tr
Filiz Makarna,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1977,https://www.filizmakarna.com.tr
Sunar,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1980,https://www.sunar.com.tr
Barilla TR,Barilla Group,Barilla Group,,İtalya,IT,🇮🇹,Gıda,,,,9000,1877,https://www.barilla.com
Pringles,Kellanova,Kellanova,,Amerika,US,🇺🇸,Gıda,,,,,1968,https://www.pringles.com
Biscolata,Şölen Çikolata,Şölen Çikolata,,Türkiye,TR,🇹🇷,Gıda,,,,,2001,https://www.biscolata.com
Tukaş,Koç Holding,Koç Holding,,Türkiye,TR,🇹🇷,Gıda,,/logo/kocholding.svg,,,1960,https://www.tukas.com.tr
Superfresh,Yıldız Holding,Yıldız Holding,,Türkiye,TR,🇹🇷,Gıda,,,,,1998,https://www.superfresh.com.tr
Algida Carte D'Or,Unilever PLC,Unilever PLC,,Fransa,FR,🇫🇷,Gıda,,/logo/unilever.svg,,,,
